标题,url,日期,详细
截至7月26日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/1a4cbeff73074c23b6b68720255a63c2.shtml,2020-07-27,7月26日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例61例，其中境外输入病例4例（内蒙古2例，福建1例，四川1例），本土病例57例（新疆41例，辽宁14例，吉林2例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例10例，解除医学观察的密切接触者228人，重症病例较前一日增加3例。境外输入现有确诊病例80例（其中重症病例2例），现有疑似病例3例。累计确诊病例2049例，累计治愈出院病例1969例，无死亡病例。截至7月26日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例339例（其中重症病例21例），累计治愈出院病例78918例，累计死亡病例4634例，累计报告确诊病例83891例，现有疑似病例3例。累计追踪到密切接触者781406人，尚在医学观察的密切接触者13935人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者44例（境外输入1例）；当日转为确诊病例31例（境外输入1例）；当日解除医学观察3例（境外输入3例）；尚在医学观察无症状感染者302例（境外输入88例）。累计收到港澳台地区通报确诊病例3137例。其中，香港特别行政区2633例（出院1495例，死亡18例），澳门特别行政区46例（出院46例），台湾地区458例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月25日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/cf5a1084ea124dd59c2e3991662e71a5.shtml,2020-07-26,7月25日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例46例，其中境外输入病例11例（内蒙古5例，广东3例，天津1例，福建1例，山东1例），本土病例35例（新疆22例，辽宁13例）；无新增死亡病例；新增疑似病例2例，均为境外输入病例（内蒙古1例，上海1例）。当日新增治愈出院病例19例，解除医学观察的密切接触者673人，重症病例较前一日增加7例。境外输入现有确诊病例82例（其中重症病例2例），现有疑似病例3例。累计确诊病例2045例，累计治愈出院病例1963例，无死亡病例。截至7月25日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例288例（其中重症病例18例），累计治愈出院病例78908例，累计死亡病例4634例，累计报告确诊病例83830例，现有疑似病例3例。累计追踪到密切接触者779000人，尚在医学观察的密切接触者11762人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者68例（境外输入8例）；当日转为确诊病例17例（无境外输入）；当日解除医学观察10例（境外输入7例）；尚在医学观察无症状感染者292例（境外输入91例）。累计收到港澳台地区通报确诊病例3009例。其中，香港特别行政区2505例（出院1455例，死亡18例），澳门特别行政区46例（出院46例），台湾地区458例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月24日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/b2243ee117b649e7b6912e274496affc.shtml,2020-07-25,7月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例34例，其中境外输入病例5例（上海2例，广东2例，内蒙古1例），本土病例29例（新疆20例，辽宁9例）；无新增死亡病例；新增疑似病例2例，其中境外输入病例1例（在上海），本土病例1例（在辽宁）。当日新增治愈出院病例16例，解除医学观察的密切接触者256人，重症病例较前一日减少1例。境外输入现有确诊病例79例（其中重症病例2例），现有疑似病例1例。累计确诊病例2034例，累计治愈出院病例1955例，无死亡病例。截至7月24日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例261例（其中重症病例11例），累计治愈出院病例78889例，累计死亡病例4634例，累计报告确诊病例83784例，现有疑似病例2例。累计追踪到密切接触者778052人，尚在医学观察的密切接触者11500人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者74例（境外输入2例）；当日转为确诊病例18例（无境外输入）；当日解除医学观察9例（境外输入8例）；尚在医学观察无症状感染者251例（境外输入90例）。累计收到港澳台地区通报确诊病例2876例。其中，香港特别行政区2372例（出院1407例，死亡16例），澳门特别行政区46例（出院46例），台湾地区458例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月23日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/bb4ca9bc54ca4ed9aaa73204d2c860e6.shtml,2020-07-24,7月23日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例21例，其中境外输入病例6例（广东5例，上海1例），本土病例15例（新疆13例，辽宁2例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。当日新增治愈出院病例18例，解除医学观察的密切接触者66人，重症病例较前一日增加1例。境外输入现有确诊病例78例（其中重症病例2例），现有疑似病例2例。累计确诊病例2029例，累计治愈出院病例1951例，无死亡病例。截至7月23日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例243例（其中重症病例12例），累计治愈出院病例78873例，累计死亡病例4634例，累计报告确诊病例83750例，现有疑似病例2例。累计追踪到密切接触者773802人，尚在医学观察的密切接触者7526人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者43例（境外输入9例）；当日转为确诊病例11例（无境外输入）；当日解除医学观察4例（境外输入2例）；尚在医学观察无症状感染者204例（境外输入96例）。累计收到港澳台地区通报确诊病例2750例。其中，香港特别行政区2249例（出院1379例，死亡15例），澳门特别行政区46例（出院46例），台湾地区455例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月22日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/2a91a4a897b84b75bc8c537adcc2e704.shtml,2020-07-23,7月22日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例22例，其中境外输入病例3例（上海1例，广东1例，陕西1例），本土病例19例（新疆18例，辽宁1例）；无新增死亡病例；新增疑似病例3例，其中境外输入病例2例（均在上海），本土病例1例（在辽宁）。当日新增治愈出院病例15例，解除医学观察的密切接触者378人，重症病例较前一日增加5例。境外输入现有确诊病例76例（其中重症病例2例），现有疑似病例3例。累计确诊病例2023例，累计治愈出院病例1947例，无死亡病例。截至7月22日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例240例（其中重症病例11例），累计治愈出院病例78855例，累计死亡病例4634例，累计报告确诊病例83729例，现有疑似病例4例。累计追踪到密切接触者773412人，尚在医学观察的密切接触者7218人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者31例（境外输入7例）；当日转为确诊病例16例（无境外输入）；当日解除医学观察3例（境外输入2例）；尚在医学观察无症状感染者176例（境外输入89例）。累计收到港澳台地区通报确诊病例2632例。其中，香港特别行政区2131例（出院1344例，死亡14例），澳门特别行政区46例（出院46例），台湾地区455例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月21日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/13f951072dfa4c3a8ebf396e308847d7.shtml,2020-07-22,7月21日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例14例，其中境外输入病例5例（上海2例，广东2例，云南1例），本土病例9例（均在新疆）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例23例，解除医学观察的密切接触者434人，重症病例较前一日减少1例。境外输入现有确诊病例80例（其中重症病例2例），现有疑似病例1例。累计确诊病例2020例，累计治愈出院病例1940例，无死亡病例。截至7月21日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例233例（其中重症病例6例），累计治愈出院病例78840例，累计死亡病例4634例，累计报告确诊病例83707例，现有疑似病例1例。累计追踪到密切接触者772804人，尚在医学观察的密切接触者6988人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者22例（境外输入8例）；当日无转为确诊病例；当日解除医学观察7例（境外输入4例）；尚在医学观察无症状感染者164例（境外输入84例）。累计收到港澳台地区通报确诊病例2519例。其中，香港特别行政区2018例（出院1324例，死亡14例），澳门特别行政区46例（出院46例），台湾地区455例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月20日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/07cf9d4f1aac4f288b8c7b79fd1e72e1.shtml,2020-07-21,7月20日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例11例，其中境外输入病例3例（上海2例，四川1例），本土病例8例（新疆7例，兵团1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例18例，解除医学观察的密切接触者251人，重症病例较前一日增加2例。境外输入现有确诊病例80例（其中重症病例3例），现有疑似病例1例。累计确诊病例2015例，累计治愈出院病例1935例，无死亡病例。截至7月20日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例242例（其中重症病例7例），累计治愈出院病例78817例，累计死亡病例4634例，累计报告确诊病例83693例，现有疑似病例1例。累计追踪到密切接触者772488人，尚在医学观察的密切接触者7108人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者6例（境外输入1例）；当日转为确诊病例1例（境外输入1例）；当日解除医学观察10例（境外输入7例）；尚在医学观察无症状感染者149例（境外输入80例）。累计收到港澳台地区通报确诊病例2459例。其中，香港特别行政区1958例（出院1302例，死亡12例），澳门特别行政区46例（出院46例），台湾地区455例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月19日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/58ef8d0d603f4cdfab58438445f9b49f.shtml,2020-07-20,7月19日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例22例，其中境外输入病例5例（四川3例，内蒙古1例，山东1例），本土病例17例（均在新疆）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。当日新增治愈出院病例24例，解除医学观察的密切接触者465人，重症病例较前一日增加2例。境外输入现有确诊病例83例（其中重症病例3例），现有疑似病例4例。累计确诊病例2012例，累计治愈出院病例1929例，无死亡病例。截至7月19日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例249例（其中重症病例5例），累计治愈出院病例78799例，累计死亡病例4634例，累计报告确诊病例83682例，现有疑似病例4例。累计追踪到密切接触者772333人，尚在医学观察的密切接触者7204人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者13例（境外输入4例）；当日转为确诊病例1例（境外输入1例）；当日解除医学观察5例（境外输入3例）；尚在医学观察无症状感染者154例（境外输入87例）。累计收到港澳台地区通报确诊病例2386例。其中，香港特别行政区1885例（出院1294例，死亡12例），澳门特别行政区46例（出院46例），台湾地区455例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月18日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/20f925f35fce47dab5e380faf7115e46.shtml,2020-07-19,7月18日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例16例，其中境外输入病例3例（广东2例，山东1例），本土病例13例（均在新疆）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。当日新增治愈出院病例17例，解除医学观察的密切接触者212人，重症病例与前一日持平。境外输入现有确诊病例84例（其中重症病例3例），现有疑似病例3例。累计确诊病例2007例，累计治愈出院病例1923例，无死亡病例。截至7月18日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例251例（其中重症病例3例），累计治愈出院病例78775例，累计死亡病例4634例，累计报告确诊病例83660例，现有疑似病例4例。累计追踪到密切接触者771589人，尚在医学观察的密切接触者6925人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者42例（境外输入12例）；当日无转为确诊病例；当日解除医学观察4例（境外输入2例）；尚在医学观察无症状感染者147例（境外输入87例）。累计收到港澳台地区通报确诊病例2277例。其中，香港特别行政区1777例（出院1274例，死亡12例），澳门特别行政区46例（出院46例），台湾地区454例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月17日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/304be355e30f4d25bd3b676723ee257c.shtml,2020-07-18,7月17日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例22例，其中境外输入病例6例（广东3例，山东2例，福建1例），本土病例16例（均在新疆）；无新增死亡病例；新增疑似病例1例，为本土病例（在新疆）。当日新增治愈出院病例21例，解除医学观察的密切接触者129人，重症病例与前一日持平。境外输入现有确诊病例84例（其中重症病例3例），现有疑似病例3例。累计确诊病例2004例，累计治愈出院病例1920例，无死亡病例。截至7月17日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例252例（其中重症病例3例），累计治愈出院病例78758例，累计死亡病例4634例，累计报告确诊病例83644例，现有疑似病例4例。累计追踪到密切接触者768470人，尚在医学观察的密切接触者4072人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者14例（境外输入5例）；当日无转为确诊病例；当日解除医学观察9例（境外输入7例）；尚在医学观察无症状感染者109例（境外输入77例）。累计收到港澳台地区通报确诊病例2213例。其中，香港特别行政区1713例（出院1264例，死亡11例），澳门特别行政区46例（出院46例），台湾地区454例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月16日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/376d479871e04f19b8e9a444baa9a677.shtml,2020-07-17,7月16日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例10例，其中境外输入病例9例（广东4例，上海1例，江苏1例，山东1例，广西1例，陕西1例），本土病例1例（在新疆）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。当日新增治愈出院病例18例，解除医学观察的密切接触者46人，重症病例与前一日持平。境外输入现有确诊病例86例（其中重症病例3例），现有疑似病例3例。累计确诊病例1998例，累计治愈出院病例1912例，无死亡病例。截至7月16日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例251例（其中重症病例3例），累计治愈出院病例78737例，累计死亡病例4634例，累计报告确诊病例83622例，现有疑似病例3例。累计追踪到密切接触者767916人，尚在医学观察的密切接触者3651人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者5例（境外输入2例）；当日无转为确诊病例；当日解除医学观察5例（境外输入4例）；尚在医学观察无症状感染者104例（境外输入79例）。累计收到港澳台地区通报确诊病例2153例。其中，香港特别行政区1655例（出院1254例，死亡10例），澳门特别行政区46例（出院45例），台湾地区452例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月15日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/67019c1a00954aadb7096b3f4fcee67d.shtml,2020-07-16,7月15日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例1例，为境外输入病例（在上海）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例26例，解除医学观察的密切接触者364人，重症病例与前一日持平。境外输入现有确诊病例84例（其中重症病例2例），现有疑似病例2例。累计确诊病例1989例，累计治愈出院病例1905例，无死亡病例。截至7月15日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例259例（其中重症病例3例），累计治愈出院病例78719例，累计死亡病例4634例，累计报告确诊病例83612例，现有疑似病例3例。累计追踪到密切接触者767532人，尚在医学观察的密切接触者3313人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者2例（境外输入1例）；当日无转为确诊病例；当日解除医学观察8例（境外输入7例）；尚在医学观察无症状感染者104例（境外输入81例）。累计收到港澳台地区通报确诊病例2085例。其中，香港特别行政区1588例（出院1241例，死亡10例），澳门特别行政区46例（出院45例），台湾地区451例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月14日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/05c60da379bf43cd9162d90bc01c50dc.shtml,2020-07-15,7月14日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例6例，均为境外输入病例（上海3例，山西1例，重庆1例，云南1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例19例，解除医学观察的密切接触者219人，重症病例与前一日持平。境外输入现有确诊病例86例（其中重症病例2例），现有疑似病例2例。累计确诊病例1988例，累计治愈出院病例1902例，无死亡病例。截至7月14日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例284例（其中重症病例3例），累计治愈出院病例78693例，累计死亡病例4634例，累计报告确诊病例83611例，现有疑似病例3例。累计追踪到密切接触者767432人，尚在医学观察的密切接触者3577人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者4例（境外输入4例）；当日无转为确诊病例；当日解除医学观察4例（境外输入4例）；尚在医学观察无症状感染者110例（境外输入87例）。累计收到港澳台地区通报确诊病例2066例。其中，香港特别行政区1569例（出院1229例，死亡8例），澳门特别行政区46例（出院45例），台湾地区451例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月13日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/8618a0cea9934f6ab59af2320103a78c.shtml,2020-07-14,7月13日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例3例，均为境外输入病例（在上海）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例26例，解除医学观察的密切接触者508人，重症病例与前一日持平。境外输入现有确诊病例85例（其中重症病例2例），现有疑似病例2例。累计确诊病例1982例，累计治愈出院病例1897例，无死亡病例。截至7月13日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例297例（其中重症病例3例），累计治愈出院病例78674例，累计死亡病例4634例，累计报告确诊病例83605例，现有疑似病例5例。累计追踪到密切接触者766903人，尚在医学观察的密切接触者3267人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者5例（境外输入5例）；当日无转为确诊病例；当日解除医学观察5例（境外输入3例）；尚在医学观察无症状感染者110例（境外输入87例）。累计收到港澳台地区通报确诊病例2018例。其中，香港特别行政区1521例（出院1217例，死亡8例），澳门特别行政区46例（出院45例），台湾地区451例（出院440例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月12日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/5f616da1e62041e0a2d671ecb0f5574e.shtml,2020-07-13,7月12日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例8例，均为境外输入病例（内蒙古4例，广东2例，上海1例，山东1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例14例，解除医学观察的密切接触者538人，重症病例与前一日持平。境外输入现有确诊病例86例（其中重症病例1例），现有疑似病例4例。累计确诊病例1979例，累计治愈出院病例1893例，无死亡病例。截至7月12日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例320例（其中重症病例3例），累计治愈出院病例78648例，累计死亡病例4634例，累计报告确诊病例83602例，现有疑似病例7例。累计追踪到密切接触者766622人，尚在医学观察的密切接触者3494人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者6例（境外输入6例）；当日无转为确诊病例；当日解除医学观察8例（境外输入5例）；尚在医学观察无症状感染者110例（境外输入85例）。累计收到港澳台地区通报确诊病例1966例。其中，香港特别行政区1469例（出院1214例，死亡7例），澳门特别行政区46例（出院45例），台湾地区451例（出院438例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月11日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/93c41cbce0664608b8119e7d295b4a5b.shtml,2020-07-12,7月11日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例7例，均为境外输入病例（天津4例，上海2例，浙江1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例11例，解除医学观察的密切接触者235人，重症病例与前一日持平。境外输入现有确诊病例78例（无重症病例），现有疑似病例4例。累计确诊病例1971例，累计治愈出院病例1893例，无死亡病例。截至7月11日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例326例（其中重症病例3例），累计治愈出院病例78634例，累计死亡病例4634例，累计报告确诊病例83594例，现有疑似病例7例。累计追踪到密切接触者766329人，尚在医学观察的密切接触者3739人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者5例（境外输入5例）；当日无转为确诊病例；当日解除医学观察4例（境外输入3例）；尚在医学观察无症状感染者112例（境外输入84例）。累计收到港澳台地区通报确诊病例1928例。其中，香港特别行政区1431例（出院1197例，死亡7例），澳门特别行政区46例（出院45例），台湾地区451例（出院438例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月10日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/567f0b5e8f5d4cb3b70cc9cb3514d147.shtml,2020-07-11,7月10日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例2例，均为境外输入病例（辽宁1例，广东1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例14例，解除医学观察的密切接触者533人，重症病例较前一日减少1例。境外输入现有确诊病例71例（无重症病例），现有疑似病例5例。累计确诊病例1964例，累计治愈出院病例1893例，无死亡病例。截至7月10日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例330例（其中重症病例3例），累计治愈出院病例78623例，累计死亡病例4634例，累计报告确诊病例83587例，现有疑似病例8例。累计追踪到密切接触者765934人，尚在医学观察的密切接触者3580人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者4例（境外输入3例）；当日无转为确诊病例；当日解除医学观察6例（境外输入3例）；尚在医学观察无症状感染者111例（境外输入82例）。累计收到港澳台地区通报确诊病例1900例。其中，香港特别行政区1403例（出院1187例，死亡7例），澳门特别行政区46例（出院45例），台湾地区451例（出院438例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月9日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/ccf5bfcf33cd4c408d64321e9be69b5b.shtml,2020-07-10,7月9日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例4例，均为境外输入病例（山西1例，内蒙古1例，辽宁1例，上海1例）；无新增死亡病例；新增疑似病例3例，均为境外输入病例（均在上海）。当日新增治愈出院病例19例，解除医学观察的密切接触者311人，重症病例较前一日减少1例。境外输入现有确诊病例71例（无重症病例），现有疑似病例5例。累计确诊病例1962例，累计治愈出院病例1891例，无死亡病例。截至7月9日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例342例（其中重症病例4例），累计治愈出院病例78609例，累计死亡病例4634例，累计报告确诊病例83585例，现有疑似病例8例。累计追踪到密切接触者765615人，尚在医学观察的密切接触者3796人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者3例（境外输入3例）；当日无转为确诊病例；当日解除医学观察2例（无境外输入）；尚在医学观察无症状感染者113例（境外输入82例）。累计收到港澳台地区通报确诊病例1860例。其中，香港特别行政区1365例（出院1176例，死亡7例），澳门特别行政区46例（出院45例），台湾地区449例（出院438例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月8日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/f4c12e714a90498fa67bc485cb333b76.shtml,2020-07-09,7月8日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例9例，均为境外输入病例（辽宁3例，上海3例，广东2例，四川1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例42例，解除医学观察的密切接触者706人，重症病例较前一日减少1例。境外输入现有确诊病例74例（无重症病例），现有疑似病例2例。累计确诊病例1958例，累计治愈出院病例1884例，无死亡病例。截至7月8日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例357例（其中重症病例5例），累计治愈出院病例78590例，累计死亡病例4634例，累计报告确诊病例83581例，现有疑似病例5例。累计追踪到密切接触者765344人，尚在医学观察的密切接触者3840人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者6例（境外输入5例）；当日转为确诊病例1例（境外输入1例）；当日解除医学观察10例（境外输入4例）；尚在医学观察无症状感染者112例（境外输入79例）。累计收到港澳台地区通报确诊病例1818例。其中，香港特别行政区1323例（出院1167例，死亡7例），澳门特别行政区46例（出院45例），台湾地区449例（出院438例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月7日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/5ef5e925beff4c1fa5c833edca25cc64.shtml,2020-07-08,7月7日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例7例，均为境外输入病例（内蒙古4例，山西1例，广东1例，云南1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例20例，解除医学观察的密切接触者231人，重症病例较前一日减少1例。境外输入现有确诊病例72例（无重症病例），现有疑似病例2例。累计确诊病例1949例，累计治愈出院病例1877例，无死亡病例。截至7月7日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例390例（其中重症病例6例），累计治愈出院病例78548例，累计死亡病例4634例，累计报告确诊病例83572例，现有疑似病例6例。累计追踪到密切接触者765012人，尚在医学观察的密切接触者4214人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者6例（境外输入5例）；当日无转为确诊病例；当日解除医学观察3例（境外输入3例）；尚在医学观察无症状感染者117例（境外输入79例）。累计收到港澳台地区通报确诊病例1794例。其中，香港特别行政区1299例（出院1161例，死亡7例），澳门特别行政区46例（出院45例），台湾地区449例（出院438例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至7月6日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202007/06c6ac2dce8542b68210a086ec872548.shtml,2020-07-07,7月6日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例8例，均为境外输入病例（辽宁2例，上海2例，四川2例，内蒙古1例，广东1例）；无新增死亡病例；新增疑似病例2例，均为境外输入病例（内蒙古1例，上海1例）。当日新增治愈出院病例10例，解除医学观察的密切接触者254人，重症病例较前一日增加1例。境外输入现有确诊病例72例（无重症病例），现有疑似病例3例。累计确诊病例1942例，累计治愈出院病例1870例，无死亡病例。截至7月6日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例403例（其中重症病例7例），累计治愈出院病例78528例，累计死亡病例4634例，累计报告确诊病例83565例，现有疑似病例7例。累计追踪到密切接触者764486人，尚在医学观察的密切接触者3940人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者15例（境外输入14例）；当日转为确诊病例2例（境外输入2例）；当日解除医学观察8例（境外输入7例）；尚在医学观察无症状感染者114例（境外输入77例）。累计收到港澳台地区通报确诊病例1780例。其中，香港特别行政区1285例（出院1157例，死亡7例），澳门特别行政区46例（出院45例），台湾地区449例（出院438例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
